id,name,type,path,audience_size,description
6015541788148,Salesforce University,interests,Interests|Additional interests|Salesforce University,0,
6003103813834,DeSales University,interests,Interests|Additional interests|DeSales University,38600,
6003693537583,Real property,interests,Interests|Additional interests|Real property,91576440,
6003366145856,Point of sale,interests,Interests|Additional interests|Point of sale,86322190,
6003272027882,Closeout (sale),interests,Interests|Additional interests|Closeout (sale),63628280,
6003289883943,Contract of sale,interests,Interests|Additional interests|Contract of sale,10795290,
864256370262739,Black Friday Sale,interests,Interests|Additional interests|Black Friday Sale,8365720,
6003272667799,sale,interests,Interests|Additional interests|sale,3484358,
6014346277351,Shpock - the boot sale app for beautiful things,interests,Interests|Additional interests|Shpock - the boot sale app for beautiful things,3054720,
6003170880561,For sale by owner,interests,Interests|Additional interests|For sale by owner,2639080,
6003460152825,The Rush Limbaugh Show,interests,Interests|Additional interests|The Rush Limbaugh Show,1478560,
6011709881611,Sale & Pepe,interests,Interests|Additional interests|Sale & Pepe,1123410,
6003140773468,EFTPOS,interests,Interests|Additional interests|EFTPOS,1057750,
527918130707946,Sale Stock,interests,Interests|Additional interests|Sale Stock,870490,
6002972465974,The Flash Sale,interests,Interests|Additional interests|The Flash Sale,669820,
6003287381297,Sample sale,interests,Interests|Additional interests|Sample sale,627320,
6003338077559,House and Lot for Sale,interests,Interests|Additional interests|House and Lot for Sale,424410,
6004119646389,Cars for Sale,interests,Interests|Additional interests|Cars for Sale,391920,
6003365235175,SALE 特賣會情報,interests,Interests|Additional interests|SALE 特賣會情報,272320,
6003107742132,Car for Sale,interests,Interests|Additional interests|Car for Sale,222100,
6003009819997,The Vintage Clothing Kilo Sale,interests,Interests|Additional interests|The Vintage Clothing Kilo Sale,137420,
6003426567912,Cruise Sale Finder,interests,Interests|Additional interests|Cruise Sale Finder,110960,
6003284200876,Billings Livestock Horse Sale,interests,Interests|Additional interests|Billings Livestock Horse Sale,102640,
6002983880520,Point of sale display,interests,Interests|Additional interests|Point of sale display,86310,
6003458132744,BigSale Malaysia,interests,Interests|Additional interests|BigSale Malaysia,81510,
6003383619925,Leaseback,interests,Interests|Additional interests|Leaseback,73010,
6003594961939,1SaleADay,interests,Interests|Additional interests|1SaleADay,72280,
6003374161051,Sale Sharks,interests,Interests|Additional interests|Sale Sharks,63290,
6003351087839,Chris Sale,interests,Interests|Additional interests|Chris Sale,36830,
6003140605961,Used Boats For Sale,interests,Interests|Additional interests|Used Boats For Sale,26110,
6018815363175,Birkenstock SALE,interests,Interests|Additional interests|Birkenstock SALE,3100,
6003458356544,christian louboutin shoes sale,interests,Interests|Additional interests|christian louboutin shoes sale,506,
6003336689248,Forever21 for sale,interests,Interests|Additional interests|Forever21 for sale,70,
6012668922533,1SaleADay.com,interests,Interests|Additional interests|1SaleADay.com,0,
6014629834982,SaleHoo - Wholesale & Dropship Directory,interests,Interests|Additional interests|SaleHoo - Wholesale & Dropship Directory,0,
108196582538810,Science,education_majors,Demographics|Education|Fields of study|Science,1370348,
6002866718622,Science,interests,Interests|Business and industry|Science,711605120,
104076956295773,Computer science,education_majors,Demographics|Education|Fields of study|Computer science,5496344,
6003206308286,Science fiction films,interests,Interests|Entertainment|Films|Science fiction films,415428010,
6003599757633,Social science,interests,Interests|Additional interests|Social science,316262090,
6003171487361,Environmental science,interests,Interests|Additional interests|Environmental science,310323070,
6003145437868,Science (journal),interests,Interests|Additional interests|Science (journal),163504840,
6003342312587,Food science,interests,Interests|Additional interests|Food science,110085410,
6003533354998,Cognitive science,interests,Interests|Additional interests|Cognitive science,108974680,
6003485754386,Political science,interests,Interests|Additional interests|Political science,70946970,
6003066211407,Natural science,interests,Interests|Additional interests|Natural science,55687530,
6003420695831,Science fantasy,interests,Interests|Additional interests|Science fantasy,43438320,
6003143310840,Systems science,interests,Interests|Additional interests|Systems science,40242210,
6003309416053,Planetary science,interests,Interests|Additional interests|Planetary science,24969940,
6002839083679,Earth science,interests,Interests|Additional interests|Earth science,23583950,
6005882720291,Data science,interests,Interests|Additional interests|Data science,18882910,
6003113144826,Information science,interests,Interests|Additional interests|Information science,18495170,
6003396957283,Popular science,interests,Interests|Additional interests|Popular science,16420420,
6002969554292,Forensic science,interests,Interests|Additional interests|Forensic science,13870990,
6003068989429,science channel,interests,Interests|Additional interests|science channel,7641000,
6003117133226,Sports science,interests,Interests|Additional interests|Sports science,6108210,
6012826124814,Spirit Science,interests,Interests|Additional interests|Spirit Science,5750970,
6003538242263,Applied science,interests,Interests|Additional interests|Applied science,4673120,
6003532208063,Science News,interests,Interests|Additional interests|Science News,4630320,
6003288117951,Actuarial science,interests,Interests|Additional interests|Actuarial science,3507950,
6003142857847,Library science,interests,Interests|Additional interests|Library science,2548860,
6003382136737,Animal science,interests,Interests|Additional interests|Animal science,2477030,
1751994738366881,AsapScience,interests,Interests|Additional interests|AsapScience,2247820,
6004109123224,science teacher,interests,Interests|Additional interests|science teacher,2153910,
6003359826260,Science communication,interests,Interests|Additional interests|Science communication,1922790,
6017457306612,Biomedical sciences,interests,Interests|Additional interests|Biomedical sciences,1286530,
6003119130270,Science park,interests,Interests|Additional interests|Science park,1273770,
6003290935641,Science museum,interests,Interests|Additional interests|Science museum,961820,
6003321932377,wired science,interests,Interests|Additional interests|wired science,959710,
6013651474983,Bro Science,interests,Interests|Additional interests|Bro Science,539070,
6003183908812,Science Friday,interests,Interests|Additional interests|Science Friday,434230,
6003830773052,Science Daily,interests,Interests|Additional interests|Science Daily,379130,
6003370686335,Building science,interests,Interests|Additional interests|Building science,374480,
6011608935364,The Sacred Science,interests,Interests|Additional interests|The Sacred Science,321080,
6003249633109,Space science,interests,Interests|Additional interests|Space science,307490,
6003080846397,Legal science,interests,Interests|Additional interests|Legal science,297720,
6003163142608,Sustainability science,interests,Interests|Additional interests|Sustainability science,294350,
6003416875639,Weird Science (film),interests,Interests|Additional interests|Weird Science (film),284640,
6003300404138,Soil science,interests,Interests|Additional interests|Soil science,273880,
6003110809245,"Science Museum, London",interests,Interests|Additional interests|"Science Museum, London",256050,
6003350968145,Bombing Science,interests,Interests|Additional interests|Bombing Science,215270,
6003198269601,Crime science,interests,Interests|Additional interests|Crime science,213210,
6003582706507,Science Olympiad,interests,Interests|Additional interests|Science Olympiad,129610,
6011024530493,Guardian Science,interests,Interests|Additional interests|Guardian Science,124650,
6003326014336,The Science of Sleep,interests,Interests|Additional interests|The Science of Sleep,96070,
6003779948652,Exercise physiology,interests,Interests|Additional interests|Exercise physiology,4721750,
6003278973902,Break Science,interests,Interests|Additional interests|Break Science,18790,
6003260149357,Mechanics,interests,Interests|Additional interests|Mechanics,42936260,
6003359707404,Experiment,interests,Interests|Additional interests|Experiment,79179590,
6003286955541,Veterinary medicine,interests,Interests|Additional interests|Veterinary medicine,103609440,
6004036173148,Medicine,interests,Interests|Additional interests|Medicine,777070320,
6003369941874,Hard science fiction,interests,Interests|Additional interests|Hard science fiction,184650,
6003228150299,Philosophy of science,interests,Interests|Additional interests|Philosophy of science,67113780,
6003902250866,Bachelor of Science,interests,Interests|Additional interests|Bachelor of Science,32717620,
6003110070342,History of science,interests,Interests|Additional interests|History of science,31944970,
6003143591447,Master of Science,interests,Interests|Additional interests|Master of Science,18290780,
6003427563477,Dropship (science fiction),interests,Interests|Additional interests|Dropship (science fiction),13406080,
6003222965876,Comic science fiction,interests,Interests|Additional interests|Comic science fiction,10451440,
6017850903344,Shot Science Basketball,interests,Interests|Additional interests|Shot Science Basketball,4836380,
6003173982415,National Science Foundation,interests,Interests|Additional interests|National Science Foundation,4170040,
6003144613352,Science News Magazine,interests,Interests|Additional interests|Science News Magazine,689460,
6004047144696,Military science fiction,interests,Interests|Additional interests|Military science fiction,568620,
6002994895568,Science World (Vancouver),interests,Interests|Additional interests|Science World (Vancouver),535770,
6003195544098,Galaxy Science Fiction,interests,Interests|Additional interests|Galaxy Science Fiction,533230,
6013882982356,Science in Sport,interests,Interests|Additional interests|Science in Sport,511590,
6003114361500,Mystery Science Theater 3000,interests,Interests|Additional interests|Mystery Science Theater 3000,481570,
6003370586335,Science fiction magazine,interests,Interests|Additional interests|Science fiction magazine,457970,
6003539828273,Women in science,interests,Interests|Additional interests|Women in science,454350,
6003372956795,Theoretical computer science,interests,Interests|Additional interests|Theoretical computer science,267230,
6004038919609,Science Centre Singapore,interests,Interests|Additional interests|Science Centre Singapore,218830,
6003051909216,World Science Festival,interests,Interests|Additional interests|World Science Festival,173200,
6003840010652,California Science Center,interests,Interests|Additional interests|California Science Center,168960,
6003158742215,Carnegie Science Center,interests,Interests|Additional interests|Carnegie Science Center,90380,
6003119473445,Food Science and Nutrition,interests,Interests|Additional interests|Food Science and Nutrition,68210,
6012640346017,Facebook Data Science,interests,Interests|Additional interests|Facebook Data Science,56480,
6012255662572,Sports Science Institute,interests,Interests|Additional interests|Sports Science Institute,32160,
6002993051859,Flavors (programming language),interests,Interests|Additional interests|Flavors (programming language),224260,
6003703107291,Universiti Sains Malaysia,interests,Interests|Additional interests|Universiti Sains Malaysia,677360,
6003309731769,Interface (computing),interests,Interests|Additional interests|Interface (computing),839040,
6003541024873,Google Science Fair,interests,Interests|Additional interests|Google Science Fair,25640,
6003123977349,Sid the Science Kid,interests,Interests|Additional interests|Sid the Science Kid,10990,
6003348585719,Institute for Advanced Study,interests,Interests|Additional interests|Institute for Advanced Study,1972640,
6003005046492,Apocalyptic and post-apocalyptic fiction,interests,Interests|Additional interests|Apocalyptic and post-apocalyptic fiction,29806430,
6003195022884,ScienceAlert,interests,Interests|Additional interests|ScienceAlert,7102510,
6016088093134,ScienceDump,interests,Interests|Additional interests|ScienceDump,2250770,
6003596275575,Health sciences,interests,Interests|Additional interests|Health sciences,3120360,
6003840802912,"Science, technology and society",interests,Interests|Additional interests|"Science, technology and society",1620810,
6011644051550,The New York Times - Science,interests,Interests|Additional interests|The New York Times - Science,643630,
6003424354575,Jordan University of Science and Technology,interests,Interests|Additional interests|Jordan University of Science and Technology,470750,
6003668697318,Discovery Science (TV channel),interests,Interests|Additional interests|Discovery Science (TV channel),452490,
6003524232198,Science fiction on television,interests,Interests|Additional interests|Science fiction on television,451980,
6003291219543,Indian Institute of Science,interests,Interests|Additional interests|Indian Institute of Science,368270,
6003115873858,US National Science Teachers Association,interests,Interests|Additional interests|US National Science Teachers Association,134811,
6003495383494,The Magazine of Fantasy & Science Fiction,interests,Interests|Additional interests|The Magazine of Fantasy & Science Fiction,92320,
6003727810360,Bachelor of Veterinary Science,interests,Interests|Additional interests|Bachelor of Veterinary Science,52730,
6003373861821,New Worlds (magazine),interests,Interests|Additional interests|New Worlds (magazine),1153770,
6002955487450,Time travel in fiction,interests,Interests|Additional interests|Time travel in fiction,1367820,
6003346152832,National Talent Search Examination,interests,Interests|Additional interests|National Talent Search Examination,624030,
6003301814228,Chabot Space and Science Center,interests,Interests|Additional interests|Chabot Space and Science Center,18870,
6003673933062,Hacettepe University,interests,Interests|Additional interests|Hacettepe University,1266300,
6003290064525,Information and Computer Science,interests,Interests|Additional interests|Information and Computer Science,50160,
6003443859131,Asimov's Science Fiction,interests,Interests|Additional interests|Asimov's Science Fiction,22510,
6004365958097,Social network analysis,interests,Interests|Additional interests|Social network analysis,108920,
6003846260052,Applied Science Private University,interests,Interests|Additional interests|Applied Science Private University,48070,
6003157424608,University of Texas Health Science Center at San Antonio,interests,Interests|Additional interests|University of Texas Health Science Center at San Antonio,33420,
6003168955728,Preservation (library and archival science),interests,Interests|Additional interests|Preservation (library and archival science),2141120,
6003029815607,Bill Nye the Science Guy,interests,Interests|Additional interests|Bill Nye the Science Guy,1347010,
6003113963900,Relationship between religion and science,interests,Interests|Additional interests|Relationship between religion and science,1069490,
6003703165513,Misr University for Science and Technology,interests,Interests|Additional interests|Misr University for Science and Technology,429350,
6003654539878,Ahsanullah University of Science and Technology,interests,Interests|Additional interests|Ahsanullah University of Science and Technology,373300,
6003736782891,National University of Computer and Emerging Sciences,interests,Interests|Additional interests|National University of Computer and Emerging Sciences,324780,
6003583465873,Iran University of Science and Technology,interests,Interests|Additional interests|Iran University of Science and Technology,65880,
6003342371023,National Center for Science Education,interests,Interests|Additional interests|National Center for Science Education,59910,
6003340821993,Science Fiction and Fantasy Writers of America,interests,Interests|Additional interests|Science Fiction and Fantasy Writers of America,29590,
6003647809473,Physical therapy education,interests,Interests|Additional interests|Physical therapy education,310860,
6003145129984,Nação Zumbi,interests,Interests|Additional interests|Nação Zumbi,155010,
6002886378622,Master of Accountancy,interests,Interests|Additional interests|Master of Accountancy,785190,
6003479637457,The Science of Getting Rich,interests,Interests|Additional interests|The Science of Getting Rich,41020,
6003426647657,Association for Women in Science,interests,Interests|Additional interests|Association for Women in Science,28600,
6003106918634,Master of Arts in Teaching,interests,Interests|Additional interests|Master of Arts in Teaching,134090,
6003076140339,Master of Science in Information Technology,interests,Interests|Additional interests|Master of Science in Information Technology,1348460,
6003471484392,Birla Institute of Technology and Science,interests,Interests|Additional interests|Birla Institute of Technology and Science,899570,
6003050342785,Shahjalal University of Science and Technology,interests,Interests|Additional interests|Shahjalal University of Science and Technology,699440,
6003349099927,AAAS - The American Association for the Advancement of Science,interests,Interests|Additional interests|AAAS - The American Association for the Advancement of Science,660630,
6003440159537,Bachelor of Science in Information Technology,interests,Interests|Additional interests|Bachelor of Science in Information Technology,593060,
6003245045001,Norwegian University of Science and Technology,interests,Interests|Additional interests|Norwegian University of Science and Technology,446340,
6003245450401,Hanoi University of Science and Technology,interests,Interests|Additional interests|Hanoi University of Science and Technology,242630,
6003261813314,AGH University of Science and Technology,interests,Interests|Additional interests|AGH University of Science and Technology,224350,
6003076008129,Museum of Science and Industry (Chicago),interests,Interests|Additional interests|Museum of Science and Industry (Chicago),219620,
6008429556387,University of Science and Technology Chittagong,interests,Interests|Additional interests|University of Science and Technology Chittagong,202460,
6003320033618,Denver Museum of Nature and Science,interests,Interests|Additional interests|Denver Museum of Nature and Science,130680,
6003979390748,University of Texas Health Science Center at Houston,interests,Interests|Additional interests|University of Texas Health Science Center at Houston,105040,
6003049329616,Missouri University of Science and Technology,interests,Interests|Additional interests|Missouri University of Science and Technology,63470,
6003133510014,University of Information Technology and Sciences,interests,Interests|Additional interests|University of Information Technology and Sciences,61660,
6003498333857,Consejo Nacional de Ciencia y Tecnología (Mexico),interests,Interests|Additional interests|Consejo Nacional de Ciencia y Tecnología (Mexico),4106560,
6003388198112,Ajman University of Science and Technology,interests,Interests|Additional interests|Ajman University of Science and Technology,38220,
6003546626242,Bachelor of Information Technology,interests,Interests|Additional interests|Bachelor of Information Technology,409129,
6003899338866,American University of Science and Technology,interests,Interests|Additional interests|American University of Science and Technology,42660,
6003435480885,Galatasaray High School,interests,Interests|Additional interests|Galatasaray High School,924700,
6003135863376,Lille University of Science and Technology,interests,Interests|Additional interests|Lille University of Science and Technology,31250,
6003075300715,University of Tennessee,interests,Interests|Additional interests|University of Tennessee,1491290,
6003190830726,MIT Computer Science and Artificial Intelligence Laboratory,interests,Interests|Additional interests|MIT Computer Science and Artificial Intelligence Laboratory,5114890,
6002867443222,"Arab Academy for Science, Technology & Maritime Transport",interests,Interests|Additional interests|"Arab Academy for Science, Technology & Maritime Transport",1563280,
6003480734864,Richard Dawkins Foundation for Reason and Science,interests,Interests|Additional interests|Richard Dawkins Foundation for Reason and Science,745440,
6003071720029,Hong Kong University of Science and Technology,interests,Interests|Additional interests|Hong Kong University of Science and Technology,725010,
6003339285793,King Abdullah University of Science and Technology,interests,Interests|Additional interests|King Abdullah University of Science and Technology,640266,
6006852686770,University of North Texas Health Science Center,interests,Interests|Additional interests|University of North Texas Health Science Center,113630,
6003386514818,National Taiwan University of Science and Technology,interests,Interests|Additional interests|National Taiwan University of Science and Technology,112840,
6002969580768,Center for Science in the Public Interest,interests,Interests|Additional interests|Center for Science in the Public Interest,111650,
6003304312308,National Pingtung University of Science and Technology,interests,Interests|Additional interests|National Pingtung University of Science and Technology,51120,
6003345097805,Yoga International,interests,Interests|Additional interests|Yoga International,2696090,
6003278149999,Federal Urdu University,interests,Interests|Additional interests|Federal Urdu University,150990,
6003170682285,Seoul National University of Science and Technology,interests,Interests|Additional interests|Seoul National University of Science and Technology,31130,
6003224179299,NUST,interests,Interests|Additional interests|NUST,266861,
6016087627105,National Taichung University of Science and Technology,interests,Interests|Additional interests|National Taichung University of Science and Technology,17990,
6002985032168,Masinde Muliro University of Science and Technology,interests,Interests|Additional interests|Masinde Muliro University of Science and Technology,38080,
6002968477168,"Ministry of Education, Culture, Sports, Science and Technology",interests,Interests|Additional interests|"Ministry of Education, Culture, Sports, Science and Technology",961690,
6003126344588,FIRST Robotics Competition,interests,Interests|Additional interests|FIRST Robotics Competition,273080,
6002998192444,Imperial College London,interests,Interests|Additional interests|Imperial College London,2656030,
6003328636579,Hill's Pet Nutrition,interests,Interests|Additional interests|Hill's Pet Nutrition,3226955,
6003453178889,Lippincott's Monthly Magazine,interests,Interests|Additional interests|Lippincott's Monthly Magazine,99870,
6003048004985,National Kaohsiung First University of Science and Technology,interests,Interests|Additional interests|National Kaohsiung First University of Science and Technology,38170,
6006168818499,National School of Political Science and Public Administration,interests,Interests|Additional interests|National School of Political Science and Public Administration,20020,
6003142823661,"Birla Institute of Technology and Science, Pilani – Goa Campus",interests,Interests|Additional interests|"Birla Institute of Technology and Science, Pilani – Goa Campus",51210,
6003358049602,UNESCO,interests,Interests|Additional interests|UNESCO,23120630,
6003395409071,Behavioural sciences,interests,Interests|Additional interests|Behavioural sciences,21017240,
6003435536731,Atmospheric sciences,interests,Interests|Additional interests|Atmospheric sciences,6929610,
6005152198190,Nova ScienceNow,interests,Interests|Additional interests|Nova ScienceNow,5714910,
6003137469350,Sciences Po,interests,Interests|Additional interests|Sciences Po,699580,
6003287380400,Gilead Sciences,interests,Interests|Additional interests|Gilead Sciences,395470,
6003374502954,Islamic studies,interests,Interests|Additional interests|Islamic studies,16734370,
6003397496403,Biology,interests,Interests|Additional interests|Biology,483149310,
6003252259882,Communication sciences,interests,Interests|Additional interests|Communication sciences,12270,
6003376733802,Botany,interests,Interests|Additional interests|Botany,194713170,
6003496676657,Trust (social sciences),interests,Interests|Additional interests|Trust (social sciences),22191840,
6003274184108,USANA Health Sciences,interests,Interests|Additional interests|USANA Health Sciences,2965810,
6003343919781,Sciences et Avenir,interests,Interests|Additional interests|Sciences et Avenir,1917060,
6003143327561,Computer Sciences Corporation,interests,Interests|Additional interests|Computer Sciences Corporation,1222450,
6003092199817,California Academy of Sciences,interests,Interests|Additional interests|California Academy of Sciences,996720,
6003028921819,Memory,interests,Interests|Additional interests|Memory,227388330,
6003349919688,Coding (social sciences),interests,Interests|Additional interests|Coding (social sciences),21930,
6002893875879,Gender,interests,Interests|Additional interests|Gender,191118420,
6003733897353,Hungarian Academy of Sciences,interests,Interests|Additional interests|Hungarian Academy of Sciences,435560,
6002919225879,International Sports Sciences Association,interests,Interests|Additional interests|International Sports Sciences Association,282220,
6003314313314,Northwestern Health Sciences University,interests,Interests|Additional interests|Northwestern Health Sciences University,29820,
6003316917163,Social research,interests,Interests|Additional interests|Social research,1134080,
6003375923677,Academy of Television Arts & Sciences,interests,Interests|Additional interests|Academy of Television Arts & Sciences,9738040,
6004894367606,University of applied sciences (Finland),interests,Interests|Additional interests|University of applied sciences (Finland),368130,
6003259496957,Dow University of Health Sciences,interests,Interests|Additional interests|Dow University of Health Sciences,241960,
6003384700030,"University of Health Sciences, Lahore",interests,Interests|Additional interests|"University of Health Sciences, Lahore",168760,
6003464083603,Fontys University of Applied Sciences,interests,Interests|Additional interests|Fontys University of Applied Sciences,143970,
6002990267920,Karlsruhe University of Applied Sciences,interests,Interests|Additional interests|Karlsruhe University of Applied Sciences,103250,
6003940493531,HAN University of Applied Sciences,interests,Interests|Additional interests|HAN University of Applied Sciences,90300,
6004161959027,Avans University of Applied Sciences,interests,Interests|Additional interests|Avans University of Applied Sciences,89990,
6003719084116,Frankfurt University of Applied Sciences,interests,Interests|Additional interests|Frankfurt University of Applied Sciences,73100,
6003246878267,Mannheim University of Applied Sciences,interests,Interests|Additional interests|Mannheim University of Applied Sciences,29760,
6002891617079,The American Journal of the Medical Sciences,interests,Interests|Additional interests|The American Journal of the Medical Sciences,27570,
6003222332667,Lithuanian University of Health Sciences,interests,Interests|Additional interests|Lithuanian University of Health Sciences,35670,
6004273918776,Koblenz University of Applied Sciences,interests,Interests|Additional interests|Koblenz University of Applied Sciences,12260,
6003137084100,Hamburg University of Applied Sciences,interests,Interests|Additional interests|Hamburg University of Applied Sciences,17930,
6003144134640,Darmstadt University of Applied Sciences,interests,Interests|Additional interests|Darmstadt University of Applied Sciences,13900,
6003385694751,RheinMain University of Applied Sciences,interests,Interests|Additional interests|RheinMain University of Applied Sciences,12650,
6003121959334,American College of Healthcare Sciences,interests,Interests|Additional interests|American College of Healthcare Sciences,12470,
6003240233610,National University of Health Sciences,interests,Interests|Additional interests|National University of Health Sciences,29800,
6003143055361,All India Institute of Medical Sciences,interests,Interests|Additional interests|All India Institute of Medical Sciences,2562190,
6003447144253,University of Social Sciences and Humanities,interests,Interests|Additional interests|University of Social Sciences and Humanities,553590,
6003291174456,Lahore College of Arts and Sciences,interests,Interests|Additional interests|Lahore College of Arts and Sciences,324064,
6003102779317,Texas Tech University Health Sciences Center,interests,Interests|Additional interests|Texas Tech University Health Sciences Center,155480,
6003142502590,Zurich University of Applied Sciences/ZHAW,interests,Interests|Additional interests|Zurich University of Applied Sciences/ZHAW,111010,
6003514728867,The Hague University of Applied Sciences,interests,Interests|Additional interests|The Hague University of Applied Sciences,105550,
6004040598789,University of Veterinary and Animal Sciences,interests,Interests|Additional interests|University of Veterinary and Animal Sciences,56200,
6004837194540,HU University of Applied Sciences Utrecht,interests,Interests|Additional interests|HU University of Applied Sciences Utrecht,48410,
6008326910730,University of Applied Sciences Würzburg-Schweinfurt,interests,Interests|Additional interests|University of Applied Sciences Würzburg-Schweinfurt,15990,
6003338032959,National Kaohsiung University of Applied Sciences,interests,Interests|Additional interests|National Kaohsiung University of Applied Sciences,20720,
6004467379375,"Hanze University of Applied Sciences, Groningen",interests,Interests|Additional interests|"Hanze University of Applied Sciences, Groningen",13742,
6003384060602,Academy of Motion Picture Arts and Sciences,interests,Interests|Additional interests|Academy of Motion Picture Arts and Sciences,23545670,
6004547789650,École supérieure des sciences commerciales d'Angers,interests,Interests|Additional interests|École supérieure des sciences commerciales d'Angers,91870,
6004897467278,Technische Hochschule Mittelhessen—University of Applied Sciences,interests,Interests|Additional interests|Technische Hochschule Mittelhessen—University of Applied Sciences,18950,
6003486962986,Southwestern University (Philippines),interests,Interests|Additional interests|Southwestern University (Philippines),414640,
6003474408164,Institut national des sciences appliquées de Toulouse,interests,Interests|Additional interests|Institut national des sciences appliquées de Toulouse,17890,
6003259481847,Dortmund University of Applied Sciences and Arts,interests,Interests|Additional interests|Dortmund University of Applied Sciences and Arts,16640,
6002957117923,Communication studies,interests,Interests|Additional interests|Communication studies,77015340,
6003241983810,AIESEC,interests,Interests|Additional interests|AIESEC,3210840,
6003229295745,Index term,interests,Interests|Additional interests|Index term,956670,
6012979789339,AsapSCIENCE,interests,Interests|Additional interests|AsapSCIENCE,2177660,
6003228749899,LiveScience,interests,Interests|Additional interests|LiveScience,913890,
6003849942052,BioScience,interests,Interests|Additional interests|BioScience,778260,
6002866947022,ArtScience Museum,interests,Interests|Additional interests|ArtScience Museum,149860,
6003346919074,Dow AgroSciences,interests,Interests|Additional interests|Dow AgroSciences,83280,
167641889920409,Small Business Saturday,work_employers,Demographics|Work|Employers|Small Business Saturday,45742,
112168642212790,Small Business owner,work_employers,Demographics|Work|Employers|Small Business owner,18310,
6003191338834,business owner or small business,interests,Interests|Additional interests|business owner or small business,116,
6003720183262,Home And Small Business World,interests,Interests|Additional interests|Home And Small Business World,160,
6003533379398,HP for Small Business,interests,Interests|Additional interests|HP for Small Business,0,
6003051639881,Windows Server Essentials,interests,Interests|Additional interests|Windows Server Essentials,16990,
6003349442621,Entertainment,interests,Interests|Entertainment,2045137310,
139109929439137,E! Entertainment,work_employers,Demographics|Work|Employers|E! Entertainment,7377,
52150999700,Entertainment Weekly,work_employers,Demographics|Work|Employers|Entertainment Weekly,7086,
6003495261627,Marvel Entertainment,interests,Interests|Additional interests|Marvel Entertainment,47813860,
6005174809719,Workpoint Entertainment,interests,Interests|Additional interests|Workpoint Entertainment,31140430,
6003472540463,GfK Entertainment,interests,Interests|Additional interests|GfK Entertainment,29165070,
6003324039806,Entertainment Tonight,interests,Interests|Additional interests|Entertainment Tonight,25507320,
6003270059302,Blockbuster (entertainment),interests,Interests|Additional interests|Blockbuster (entertainment),24937430,
6003127768817,Entertainment Weekly,interests,Interests|Additional interests|Entertainment Weekly,15436660,
6002992430794,Entertainment News,interests,Interests|Additional interests|Entertainment News,14479010,
6003052648845,Regal Entertainment,interests,Interests|Additional interests|Regal Entertainment,10321320,
6003225870498,Sports entertainment,interests,Interests|Additional interests|Sports entertainment,9054990,
6003414351791,Blizzard Entertainment,interests,Interests|Additional interests|Blizzard Entertainment,8550010,
6003387560041,Cineplex Entertainment,interests,Interests|Additional interests|Cineplex Entertainment,7782710,
6003227117849,Promoter (entertainment),interests,Interests|Additional interests|Promoter (entertainment),7393090,
6003700407383,YG Entertainment,interests,Interests|Additional interests|YG Entertainment,7193850,
6003136447208,S.M. Entertainment,interests,Interests|Additional interests|S.M. Entertainment,6899725,
6003060007356,JYP Entertainment,interests,Interests|Additional interests|JYP Entertainment,5821606,
6012823531124,BuzzFeed Entertainment,interests,Interests|Additional interests|BuzzFeed Entertainment,5504310,
6002966110646,Madman Entertainment,interests,Interests|Additional interests|Madman Entertainment,4983280,
6004365943697,Rovio Entertainment,interests,Interests|Additional interests|Rovio Entertainment,2886360,
6008931329140,Educational entertainment,interests,Interests|Additional interests|Educational entertainment,2810030,
6004174336224,HuffPost Entertainment,interests,Interests|Additional interests|HuffPost Entertainment,1070270,
6003431522669,Cube Entertainment,interests,Interests|Additional interests|Cube Entertainment,1016500,
6018715604694,FNC Entertainment,interests,Interests|Additional interests|FNC Entertainment,646000,
6003114781917,Obsidian Entertainment,interests,Interests|Additional interests|Obsidian Entertainment,613470,
347081968817974,Entertainment Earth,interests,Interests|Additional interests|Entertainment Earth,501850,
6003020006619,100% Entertainment,interests,Interests|Additional interests|100% Entertainment,309080,
6004009864753,Starship Entertainment,interests,Interests|Additional interests|Starship Entertainment,245250,
6003292512730,Entertainment Live,interests,Interests|Additional interests|Entertainment Live,241250,
6003290848925,Stage Entertainment,interests,Interests|Additional interests|Stage Entertainment,152930,
6004844826324,A-Plus Entertainment,interests,Interests|Additional interests|A-Plus Entertainment,74660,
6003095847732,SeaWorld Entertainment,interests,Interests|Additional interests|SeaWorld Entertainment,27940,
6003255547099,Hostess Entertainment,interests,Interests|Additional interests|Hostess Entertainment,25470,
6003256829369,Atom Entertainment,interests,Interests|Additional interests|Atom Entertainment,1740,
6003273211399,Wedding Entertainment,interests,Interests|Additional interests|Wedding Entertainment,1430,
6003310717488,Playrix Entertainment,interests,Interests|Additional interests|Playrix Entertainment,20,
6012303498841,Refinery29 Entertainment,interests,Interests|Additional interests|Refinery29 Entertainment,13,
6003218279447,Mashable - Entertainment,interests,Interests|Additional interests|Mashable - Entertainment,0,
6003940339466,Video games,interests,Interests|Entertainment|Games|Video games,1158987400,
6003190702001,Ubisoft,interests,Interests|Additional interests|Ubisoft,24921870,
6003343159530,Funimation,interests,Interests|Additional interests|Funimation,18477780,
6003424840940,Bertelsmann Music Group,interests,Interests|Additional interests|Bertelsmann Music Group,3157060,
6003360018060,Agritourism,interests,Interests|Additional interests|Agritourism,1676320,
6003523296242,Heat (magazine),interests,Interests|Additional interests|Heat (magazine),1643990,
